recency,frequency,monetary,R_score,F_score,M_score,RFM_Cell,segment
176,1,24.99,4,1,1,411,Regular Customer
374,1,114.0,2,1,4,214,Regular Customer
84,1,84.9,5,1,3,513,Regular Customer
51,1,149.0,5,1,4,514,Regular Customer
166,1,36.0,4,1,1,411,Regular Customer
313,1,26.0,2,1,1,211,Regular Customer
201,1,29.99,3,1,1,311,Regular Customer
90,1,114.0,5,1,4,514,Regular Customer
41,1,91.55,5,1,3,513,Regular Customer
133,1,37.5,4,1,1,411,Regular Customer
576,1,59.9,1,1,2,112,At Risk
55,1,69.9,5,1,2,512,Regular Customer
507,1,19.99,1,1,1,111,At Risk
164,1,29.9,4,1,1,411,Regular Customer
212,1,29.9,3,1,1,311,Regular Customer
527,1,253.98,1,1,5,115,Regular Customer
293,1,90.2,2,1,3,213,Regular Customer
370,1,69.99,2,1,3,213,Regular Customer
278,1,79.0,2,1,3,213,Regular Customer
125,1,38.99,4,1,1,411,Regular Customer
324,1,40.0,2,1,2,212,Regular Customer
276,1,39.5,2,1,1,211,Regular Customer
105,1,329.9,4,1,5,415,Regular Customer
379,1,200.0,2,1,5,215,Regular Customer
477,1,143.0,1,1,4,114,Regular Customer
22,1,119.0,5,1,4,514,Regular Customer
288,1,29.9,2,1,1,211,Regular Customer
124,1,105.0,4,1,3,413,Regular Customer
294,1,99.99,2,1,3,213,Regular Customer
378,1,108.9,2,1,3,213,Regular Customer
31,1,98.8,5,1,3,513,Regular Customer
112,1,119.8,4,1,4,414,Regular Customer
369,1,44.0,2,1,2,212,Regular Customer
57,1,103.9,5,1,3,513,Regular Customer
280,1,51.96,2,1,2,212,Regular Customer
149,1,215.0,4,1,5,415,Regular Customer
503,1,680.0,1,1,5,115,Regular Customer
279,1,272.70000000000005,2,1,5,215,Regular Customer
276,1,53.99,2,1,2,212,Regular Customer
381,1,101.8,2,1,3,213,Regular Customer
212,1,483.82000000000005,3,1,5,315,Regular Customer
215,1,30.0,3,1,1,311,Regular Customer
107,1,112.0,4,1,4,414,Regular Customer
149,1,29.9,4,1,1,411,Regular Customer
142,1,24.99,4,1,1,411,Regular Customer
318,1,269.99,2,1,5,215,Regular Customer
93,1,17.99,4,1,1,411,Regular Customer
157,1,34.9,4,1,1,411,Regular Customer
134,1,194.87,4,1,5,415,Regular Customer
371,1,93.24,2,1,3,213,Regular Customer
90,2,87.0,5,5,3,553,Regular Customer
445,1,54.9,1,1,2,112,At Risk
373,1,16.99,2,1,1,211,Regular Customer
454,1,12.9,1,1,1,111,At Risk
171,1,49.99,4,1,2,412,Regular Customer
189,2,32.0,3,5,1,351,Regular Customer
493,1,109.9,1,1,3,113,Regular Customer
96,1,8.9,4,1,1,411,Regular Customer
199,1,12.25,3,1,1,311,Regular Customer
183,1,24.99,3,1,1,311,Regular Customer
9,1,8.5,5,1,1,511,Regular Customer
131,1,65.0,4,1,2,412,Regular Customer
52,1,135.0,5,1,4,514,Regular Customer
538,1,54.9,1,1,2,112,At Risk
134,1,19.9,4,1,1,411,Regular Customer
20,1,59.9,5,1,2,512,Regular Customer
133,1,111.6,4,1,4,414,Regular Customer
201,1,9.0,3,1,1,311,Regular Customer
23,1,170.0,5,1,4,514,Regular Customer
3,1,29.9,5,1,1,511,Regular Customer
119,1,14.63,4,1,1,411,Regular Customer
90,1,264.0,5,1,5,515,Regular Customer
98,1,59.0,4,1,2,412,Regular Customer
107,1,27.9,4,1,1,411,Regular Customer
23,1,42.9,5,1,2,512,Regular Customer
193,1,24.99,3,1,1,311,Regular Customer
350,1,49.0,2,1,2,212,Regular Customer
35,1,162.5,5,1,4,514,Regular Customer
157,1,199.0,4,1,5,415,Regular Customer
166,1,34.89,4,1,1,411,Regular Customer
38,1,149.0,5,1,4,514,Regular Customer
67,1,103.0,5,1,3,513,Regular Customer
282,1,49.31,2,1,2,212,Regular Customer
341,1,22.5,2,1,1,211,Regular Customer
57,1,59.9,5,1,2,512,Regular Customer
106,1,249.9,4,1,5,415,Regular Customer
233,1,887.0,3,1,5,315,Regular Customer
170,1,110.0,4,1,4,414,Regular Customer
125,1,99.0,4,1,3,413,Regular Customer
183,1,56.99,3,1,2,312,Regular Customer
17,1,69.9,5,1,2,512,Regular Customer
279,1,69.99,2,1,3,213,Regular Customer
578,1,102.5,1,1,3,113,Regular Customer
201,1,139.9,3,1,4,314,Regular Customer
119,1,89.99,4,1,3,413,Regular Customer
146,1,70.0,4,1,3,413,Regular Customer
430,1,595.0,1,1,5,115,Regular Customer
79,1,35.0,5,1,1,511,Regular Customer
401,1,139.0,1,1,4,114,Regular Customer
100,1,99.0,4,1,3,413,Regular Customer
236,1,166.99,3,1,4,314,Regular Customer
526,1,229.9,1,1,5,115,Regular Customer
157,1,105.98,4,1,3,413,Regular Customer
276,1,58.0,2,1,2,212,Regular Customer
362,1,31.9,2,1,1,211,Regular Customer
225,1,166.89,3,1,4,314,Regular Customer
216,1,134.9,3,1,4,314,Regular Customer
7,1,28.39,5,1,1,511,Regular Customer
98,1,12.88,4,1,1,411,Regular Customer
507,2,64.8,1,5,2,152,Regular Customer
195,1,160.99,3,1,4,314,Regular Customer
213,1,564.7,3,1,5,315,Regular Customer
379,1,99.0,2,1,3,213,Regular Customer
391,1,34.99,1,1,1,111,At Risk
295,1,58.99,2,1,2,212,Regular Customer
271,1,166.99,2,1,4,214,Regular Customer
236,1,154.9,3,1,4,314,Regular Customer
326,1,65.0,2,1,2,212,Regular Customer
239,1,166.99,3,1,4,314,Regular Customer
211,1,179.9,3,1,4,314,Regular Customer
106,1,370.0,4,1,5,415,Regular Customer
1,1,169.0,5,1,4,514,Regular Customer
153,1,152.0,4,1,4,414,Regular Customer
245,1,60.0,3,1,2,312,Regular Customer
84,1,12.99,5,1,1,511,Regular Customer
260,1,158.95,3,1,4,314,Regular Customer
135,1,59.9,4,1,2,412,Regular Customer
233,1,27.19,3,1,1,311,Regular Customer
269,1,59.0,2,1,2,212,Regular Customer
218,1,279.9,3,1,5,315,Regular Customer
467,1,467.0,1,1,5,115,Regular Customer
120,1,119.99,4,1,4,414,Regular Customer
42,1,18.9,5,1,1,511,Regular Customer
127,1,149.94,4,1,4,414,Regular Customer
133,1,259.99,4,1,5,415,Regular Customer
544,1,1041.0,1,1,5,115,Regular Customer
69,1,149.9,5,1,4,514,Regular Customer
38,1,95.0,5,1,3,513,Regular Customer
65,1,29.9,5,1,1,511,Regular Customer
43,1,249.99,5,1,5,515,Regular Customer
552,1,98.9,1,1,3,113,Regular Customer
472,1,118.58,1,1,4,114,Regular Customer
214,1,22.99,3,1,1,311,Regular Customer
234,1,39.99,3,1,2,312,Regular Customer
202,1,64.9,3,1,2,312,Regular Customer
114,1,40.8,4,1,2,412,Regular Customer
83,1,178.9,5,1,4,514,Regular Customer
463,1,89.9,1,1,3,113,Regular Customer
195,1,149.9,3,1,4,314,Regular Customer
29,1,150.0,5,1,4,514,Regular Customer
385,1,18.99,1,1,1,111,At Risk
43,1,35.2,5,1,1,511,Regular Customer
265,1,339.9,3,1,5,315,Regular Customer
506,1,49.0,1,1,2,112,At Risk
321,1,56.99,2,1,2,212,Regular Customer
90,1,25.49,5,1,1,511,Regular Customer
247,1,136.99,3,1,4,314,Regular Customer
101,1,60.0,4,1,2,412,Regular Customer
229,1,69.9,3,1,2,312,Regular Customer
280,1,29.99,2,1,1,211,Regular Customer
397,1,59.9,1,1,2,112,At Risk
375,1,312.0,2,1,5,215,Regular Customer
185,1,59.9,3,1,2,312,Regular Customer
134,1,119.0,4,1,4,414,Regular Customer
9,1,69.9,5,1,2,512,Regular Customer
136,1,94.9,4,1,3,413,Regular Customer
79,1,46.0,5,1,2,512,Regular Customer
103,1,179.99,4,1,5,415,Regular Customer
206,1,130.0,3,1,4,314,Regular Customer
170,1,10.9,4,1,1,411,Regular Customer
12,1,122.99,5,1,4,514,Regular Customer
198,1,12.9,3,1,1,311,Regular Customer
57,1,93.0,5,1,3,513,Regular Customer
370,1,33.8,2,1,1,211,Regular Customer
322,1,58.9,2,1,2,212,Regular Customer
98,1,59.9,4,1,2,412,Regular Customer
84,2,383.9,5,5,5,555,VIP Customer
275,1,248.99,2,1,5,215,Regular Customer
393,1,45.0,1,1,2,112,At Risk
373,1,169.99,2,1,4,214,Regular Customer
210,1,61.8,3,1,2,312,Regular Customer
234,1,130.0,3,1,4,314,Regular Customer
25,1,369.0,5,1,5,515,Regular Customer
124,1,29.0,4,1,1,411,Regular Customer
253,1,29.99,3,1,1,311,Regular Customer
505,1,99.99,1,1,3,113,Regular Customer
277,1,34.3,2,1,1,211,Regular Customer
22,2,514.0,5,5,5,555,VIP Customer
357,2,139.9,2,5,4,254,Regular Customer
520,1,298.0,1,1,5,115,Regular Customer
233,2,155.49,3,5,4,354,Regular Customer
528,1,59.0,1,1,2,112,At Risk
60,1,122.99,5,1,4,514,Regular Customer
343,1,43.9,2,1,2,212,Regular Customer
202,1,22.4,3,1,1,311,Regular Customer
468,1,129.99,1,1,4,114,Regular Customer
527,1,99.99,1,1,3,113,Regular Customer
104,1,109.9,4,1,3,413,Regular Customer
59,1,69.9,5,1,2,512,Regular Customer
330,1,34.9,2,1,1,211,Regular Customer
119,1,109.9,4,1,3,413,Regular Customer
196,1,36.9,3,1,1,311,Regular Customer
153,1,59.99,4,1,2,412,Regular Customer
328,1,38.89,2,1,1,211,Regular Customer
225,1,229.0,3,1,5,315,Regular Customer
113,1,39.99,4,1,2,412,Regular Customer
137,1,34.9,4,1,1,411,Regular Customer
28,1,25.89,5,1,1,511,Regular Customer
290,1,24.99,2,1,1,211,Regular Customer
53,1,85.39,5,1,3,513,Regular Customer
455,1,379.99,1,1,5,115,Regular Customer
219,1,149.0,3,1,4,314,Regular Customer
272,1,122.99,2,1,4,214,Regular Customer
141,1,287.7,4,1,5,415,Regular Customer
226,2,186.88,3,5,5,355,Regular Customer
490,1,55.96,1,1,2,112,At Risk
241,1,99.9,3,1,3,313,Regular Customer
566,1,1221.03,1,1,5,115,Regular Customer
283,1,179.99,2,1,5,215,Regular Customer
390,1,54.9,1,1,2,112,At Risk
169,1,53.9,4,1,2,412,Regular Customer
351,1,45.0,2,1,2,212,Regular Customer
106,1,235.0,4,1,5,415,Regular Customer
371,1,149.99,2,1,4,214,Regular Customer
140,1,88.0,4,1,3,413,Regular Customer
174,1,50.0,4,1,2,412,Regular Customer
74,1,68.0,5,1,2,512,Regular Customer
279,1,19.98,2,1,1,211,Regular Customer
371,1,99.99,2,1,3,213,Regular Customer
541,1,37.99,1,1,1,111,At Risk
263,1,100.6,3,1,3,313,Regular Customer
338,1,158.0,2,1,4,214,Regular Customer
438,1,19.99,1,1,1,111,At Risk
398,1,249.9,1,1,5,115,Regular Customer
16,1,29.8,5,1,1,511,Regular Customer
177,1,112.0,4,1,4,414,Regular Customer
236,1,20.9,3,1,1,311,Regular Customer
134,2,319.84000000000003,4,5,5,455,VIP Customer
234,1,149.9,3,1,4,314,Regular Customer
53,1,58.9,5,1,2,512,Regular Customer
324,1,89.99,2,1,3,213,Regular Customer
189,1,59.8,3,1,2,312,Regular Customer
144,1,79.9,4,1,3,413,Regular Customer
74,2,229.54000000000002,5,5,5,555,VIP Customer
225,1,69.77,3,1,2,312,Regular Customer
430,1,89.9,1,1,3,113,Regular Customer
127,1,69.9,4,1,2,412,Regular Customer
469,1,84.99,1,1,3,113,Regular Customer
198,1,149.99,3,1,4,314,Regular Customer
135,1,179.99,4,1,5,415,Regular Customer
321,1,269.9,2,1,5,215,Regular Customer
525,1,99.8,1,1,3,113,Regular Customer
426,1,89.0,1,1,3,113,Regular Customer
215,1,179.0,3,1,4,314,Regular Customer
204,1,119.8,3,1,4,314,Regular Customer
150,1,49.77,4,1,2,412,Regular Customer
115,1,14.4,4,1,1,411,Regular Customer
321,1,98.49,2,1,3,213,Regular Customer
45,1,149.0,5,1,4,514,Regular Customer
123,1,129.9,4,1,4,414,Regular Customer
191,1,56.99,3,1,2,312,Regular Customer
342,1,49.0,2,1,2,212,Regular Customer
284,1,45.99,2,1,2,212,Regular Customer
530,1,98.0,1,1,3,113,Regular Customer
99,1,100.86,4,1,3,413,Regular Customer
81,1,29.0,5,1,1,511,Regular Customer
158,1,119.0,4,1,4,414,Regular Customer
386,1,34.99,1,1,1,111,At Risk
164,1,85.88,4,1,3,413,Regular Customer
189,1,138.0,3,1,4,314,Regular Customer
86,1,134.9,5,1,4,514,Regular Customer
539,1,69.9,1,1,2,112,At Risk
268,1,97.0,3,1,3,313,Regular Customer
356,1,59.9,2,1,2,212,Regular Customer
283,1,34.99,2,1,1,211,Regular Customer
66,1,149.65,5,1,4,514,Regular Customer
166,1,47.9,4,1,2,412,Regular Customer
287,1,59.9,2,1,2,212,Regular Customer
338,1,117.79,2,1,4,214,Regular Customer
142,1,89.18,4,1,3,413,Regular Customer
26,1,180.0,5,1,5,515,Regular Customer
207,1,149.9,3,1,4,314,Regular Customer
165,1,59.9,4,1,2,412,Regular Customer
128,1,289.9,4,1,5,415,Regular Customer
21,1,119.0,5,1,4,514,Regular Customer
113,1,14.99,4,1,1,411,Regular Customer
64,1,129.9,5,1,4,514,Regular Customer
412,1,1122.0,1,1,5,115,Regular Customer
174,1,28.9,4,1,1,411,Regular Customer
226,1,286.9,3,1,5,315,Regular Customer
277,1,144.99,2,1,4,214,Regular Customer
461,1,149.9,1,1,4,114,Regular Customer
339,1,37.9,2,1,1,211,Regular Customer
105,1,69.9,4,1,2,412,Regular Customer
77,1,22.32,5,1,1,511,Regular Customer
209,1,56.99,3,1,2,312,Regular Customer
85,2,98.78999999999999,5,5,3,553,Regular Customer
142,1,31.9,4,1,1,411,Regular Customer
290,1,17.99,2,1,1,211,Regular Customer
165,1,26.18,4,1,1,411,Regular Customer
152,1,139.94,4,1,4,414,Regular Customer
449,1,229.99,1,1,5,115,Regular Customer
255,1,28.0,3,1,1,311,Regular Customer
27,1,65.0,5,1,2,512,Regular Customer
91,1,23.9,5,1,1,511,Regular Customer
279,1,649.0,2,1,5,215,Regular Customer
223,1,82.0,3,1,3,313,Regular Customer
352,1,98.9,2,1,3,213,Regular Customer
185,1,59.9,3,1,2,312,Regular Customer
174,1,479.88,4,1,5,415,Regular Customer
274,1,54.9,2,1,2,212,Regular Customer
219,1,108.0,3,1,3,313,Regular Customer
211,1,109.9,3,1,3,313,Regular Customer
230,1,9.9,3,1,1,311,Regular Customer
416,1,134.9,1,1,4,114,Regular Customer
247,1,53.99,3,1,2,312,Regular Customer
85,1,204.0,5,1,5,515,Regular Customer
140,1,88.0,4,1,3,413,Regular Customer
163,1,255.0,4,1,5,415,Regular Customer
55,1,12.47,5,1,1,511,Regular Customer
215,1,289.9,3,1,5,315,Regular Customer
691,1,49.9,1,1,2,112,At Risk
97,1,87.28,4,1,3,413,Regular Customer
229,2,114.6,3,5,4,354,Regular Customer
14,1,59.0,5,1,2,512,Regular Customer
257,1,16.9,3,1,1,311,Regular Customer
47,1,48.9,5,1,2,512,Regular Customer
141,1,209.0,4,1,5,415,Regular Customer
184,1,41.9,3,1,2,312,Regular Customer
484,1,39.9,1,1,1,111,At Risk
226,1,109.95,3,1,4,314,Regular Customer
231,1,129.0,3,1,4,314,Regular Customer
33,1,79.9,5,1,3,513,Regular Customer
437,1,99.9,1,1,3,113,Regular Customer
112,1,110.32,4,1,4,414,Regular Customer
490,1,89.9,1,1,3,113,Regular Customer
387,1,69.9,1,1,2,112,At Risk
245,1,219.99,3,1,5,315,Regular Customer
169,1,37.5,4,1,1,411,Regular Customer
379,1,85.0,2,1,3,213,Regular Customer
118,1,110.32,4,1,4,414,Regular Customer
82,1,25.0,5,1,1,511,Regular Customer
106,1,56.1,4,1,2,412,Regular Customer
238,1,149.99,3,1,4,314,Regular Customer
189,1,116.0,3,1,4,314,Regular Customer
40,1,339.9,5,1,5,515,Regular Customer
23,1,99.9,5,1,3,513,Regular Customer
68,1,279.0,5,1,5,515,Regular Customer
278,1,49.9,2,1,2,212,Regular Customer
253,1,53.99,3,1,2,312,Regular Customer
172,1,99.9,4,1,3,413,Regular Customer
366,1,44.9,2,1,2,212,Regular Customer
226,1,139.99,3,1,4,314,Regular Customer
288,1,89.8,2,1,3,213,Regular Customer
192,1,49.0,3,1,2,312,Regular Customer
119,1,81.0,4,1,3,413,Regular Customer
197,1,119.99,3,1,4,314,Regular Customer
111,1,18.99,4,1,1,411,Regular Customer
121,1,29.99,4,1,1,411,Regular Customer
226,1,252.0,3,1,5,315,Regular Customer
134,1,129.9,4,1,4,414,Regular Customer
315,1,250.0,2,1,5,215,Regular Customer
76,1,18.9,5,1,1,511,Regular Customer
157,1,36.9,4,1,1,411,Regular Customer
144,1,286.0,4,1,5,415,Regular Customer
426,1,34.9,1,1,1,111,At Risk
481,1,71.8,1,1,3,113,Regular Customer
264,1,79.9,3,1,3,313,Regular Customer
195,1,119.9,3,1,4,314,Regular Customer
65,1,184.9,5,1,5,515,Regular Customer
212,1,69.9,3,1,2,312,Regular Customer
68,1,11.6,5,1,1,511,Regular Customer
220,1,213.98,3,1,5,315,Regular Customer
58,1,120.0,5,1,4,514,Regular Customer
135,1,89.7,4,1,3,413,Regular Customer
329,1,59.98,2,1,2,212,Regular Customer
28,1,19.99,5,1,1,511,Regular Customer
20,1,102.9,5,1,3,513,Regular Customer
65,1,127.4,5,1,4,514,Regular Customer
225,1,62.8,3,1,2,312,Regular Customer
306,1,104.9,2,1,3,213,Regular Customer
493,1,54.9,1,1,2,112,At Risk
15,1,54.78,5,1,2,512,Regular Customer
16,1,107.0,5,1,3,513,Regular Customer
294,1,21.99,2,1,1,211,Regular Customer
66,1,149.65,5,1,4,514,Regular Customer
9,1,599.99,5,1,5,515,Regular Customer
127,1,145.0,4,1,4,414,Regular Customer
244,1,89.99,3,1,3,313,Regular Customer
567,1,184.9,1,1,5,115,Regular Customer
192,1,22.9,3,1,1,311,Regular Customer
544,1,40.0,1,1,2,112,At Risk
278,1,69.0,2,1,2,212,Regular Customer
272,1,115.19999999999999,2,1,4,214,Regular Customer
230,1,110.4,3,1,4,314,Regular Customer
294,1,59.9,2,1,2,212,Regular Customer
1,1,84.99,5,1,3,513,Regular Customer
264,1,39.9,3,1,1,311,Regular Customer
168,1,39.9,4,1,1,411,Regular Customer
207,1,67.9,3,1,2,312,Regular Customer
171,1,249.0,4,1,5,415,Regular Customer
204,1,129.9,3,1,4,314,Regular Customer
487,1,159.9,1,1,4,114,Regular Customer
414,1,68.0,1,1,2,112,At Risk
297,1,40.0,2,1,2,212,Regular Customer
339,1,125.0,2,1,4,214,Regular Customer
561,1,20.9,1,1,1,111,At Risk
324,1,38.25,2,1,1,211,Regular Customer
220,1,13.65,3,1,1,311,Regular Customer
195,1,84.99,3,1,3,313,Regular Customer
153,1,80.0,4,1,3,413,Regular Customer
440,1,49.9,1,1,2,112,At Risk
320,1,169.99,2,1,4,214,Regular Customer
64,1,68.9,5,1,2,512,Regular Customer
536,1,11.99,1,1,1,111,At Risk
187,1,315.0,3,1,5,315,Regular Customer
107,1,429.0,4,1,5,415,Regular Customer
350,1,32.64,2,1,1,211,Regular Customer
104,1,55.0,4,1,2,412,Regular Customer
196,1,23.99,3,1,1,311,Regular Customer
55,1,119.0,5,1,4,514,Regular Customer
321,1,143.0,2,1,4,214,Regular Customer
266,1,38.5,3,1,1,311,Regular Customer
304,1,113.0,2,1,4,214,Regular Customer
164,1,58.9,4,1,2,412,Regular Customer
443,1,28.0,1,1,1,111,At Risk
249,1,75.0,3,1,3,313,Regular Customer
368,1,91.8,2,1,3,213,Regular Customer
44,1,69.9,5,1,2,512,Regular Customer
279,1,2400.0,2,1,5,215,Regular Customer
693,1,25.9,1,1,1,111,At Risk
311,1,28.99,2,1,1,211,Regular Customer
381,1,154.99,2,1,4,214,Regular Customer
344,1,610.0,2,1,5,215,Regular Customer
231,1,189.0,3,1,5,315,Regular Customer
569,1,109.99,1,1,4,114,Regular Customer
330,1,399.0,2,1,5,215,Regular Customer
438,1,18.99,1,1,1,111,At Risk
177,1,269.0,4,1,5,415,Regular Customer
149,1,39.9,4,1,1,411,Regular Customer
106,1,59.9,4,1,2,412,Regular Customer
213,1,89.49,3,1,3,313,Regular Customer
209,1,13.65,3,1,1,311,Regular Customer
143,1,49.99,4,1,2,412,Regular Customer
71,1,159.9,5,1,4,514,Regular Customer
355,2,151.8,2,5,4,254,Regular Customer
353,1,90.0,2,1,3,213,Regular Customer
288,1,249.0,2,1,5,215,Regular Customer
157,1,78.0,4,1,3,413,Regular Customer
106,1,229.9,4,1,5,415,Regular Customer
219,1,75.5,3,1,3,313,Regular Customer
26,1,49.9,5,1,2,512,Regular Customer
170,1,43.98,4,1,2,412,Regular Customer
15,1,38.79,5,1,1,511,Regular Customer
62,1,27.9,5,1,1,511,Regular Customer
116,1,89.99,4,1,3,413,Regular Customer
35,1,209.99,5,1,5,515,Regular Customer
323,1,19.9,2,1,1,211,Regular Customer
231,1,104.9,3,1,3,313,Regular Customer
214,1,49.95,3,1,2,312,Regular Customer
582,1,320.0,1,1,5,115,Regular Customer
288,2,718.69,2,5,5,255,Regular Customer
414,1,56.99,1,1,2,112,At Risk
127,1,119.9,4,1,4,414,Regular Customer
240,1,79.9,3,1,3,313,Regular Customer
27,1,38.95,5,1,1,511,Regular Customer
188,1,34.9,3,1,1,311,Regular Customer
138,1,335.0,4,1,5,415,Regular Customer
236,2,317.77,3,5,5,355,Regular Customer
238,1,120.0,3,1,4,314,Regular Customer
92,1,89.99,5,1,3,513,Regular Customer
138,1,115.0,4,1,4,414,Regular Customer
118,1,99.9,4,1,3,413,Regular Customer
398,1,58.9,1,1,2,112,At Risk
226,1,220.0,3,1,5,315,Regular Customer
121,1,43.8,4,1,2,412,Regular Customer
312,1,69.0,2,1,2,212,Regular Customer
393,1,119.9,1,1,4,114,Regular Customer
177,1,279.0,4,1,5,415,Regular Customer
203,1,16.9,3,1,1,311,Regular Customer
398,1,169.9,1,1,4,114,Regular Customer
272,1,1400.0,2,1,5,215,Regular Customer
275,1,99.99,2,1,3,213,Regular Customer
58,1,17.9,5,1,1,511,Regular Customer
262,1,262.0,3,1,5,315,Regular Customer
266,1,45.0,3,1,2,312,Regular Customer
124,1,20.65,4,1,1,411,Regular Customer
136,1,59.98,4,1,2,412,Regular Customer
230,1,55.0,3,1,2,312,Regular Customer
28,1,99.8,5,1,3,513,Regular Customer
295,1,220.0,2,1,5,215,Regular Customer
474,1,69.9,1,1,2,112,At Risk
21,1,36.98,5,1,1,511,Regular Customer
117,1,29.99,4,1,1,411,Regular Customer
20,1,105.0,5,1,3,513,Regular Customer
86,1,29.9,5,1,1,511,Regular Customer
564,1,26.700000000000003,1,1,1,111,At Risk
197,1,27.5,3,1,1,311,Regular Customer
114,1,119.99,4,1,4,414,Regular Customer
124,1,119.0,4,1,4,414,Regular Customer
218,1,56.97,3,1,2,312,Regular Customer
99,1,449.82,4,1,5,415,Regular Customer
266,1,119.99,3,1,4,314,Regular Customer
493,1,115.99,1,1,4,114,Regular Customer
318,1,30.1,2,1,1,211,Regular Customer
277,1,45.95,2,1,2,212,Regular Customer
33,1,49.9,5,1,2,512,Regular Customer
280,1,29.9,2,1,1,211,Regular Customer
402,1,34.93,1,1,1,111,At Risk
497,1,59.9,1,1,2,112,At Risk
89,1,100.0,5,1,3,513,Regular Customer
271,1,27.99,2,1,1,211,Regular Customer
278,1,79.0,2,1,3,213,Regular Customer
278,2,163.79,2,5,4,254,Regular Customer
427,1,24.9,1,1,1,111,At Risk
281,2,569.55,2,5,5,255,Regular Customer
227,1,99.9,3,1,3,313,Regular Customer
3,1,20.0,5,1,1,511,Regular Customer
274,1,149.9,2,1,4,214,Regular Customer
326,1,59.9,2,1,2,212,Regular Customer
484,1,99.0,1,1,3,113,Regular Customer
105,1,69.9,4,1,2,412,Regular Customer
9,1,56.9,5,1,2,512,Regular Customer
245,1,49.9,3,1,2,312,Regular Customer
472,1,89.99,1,1,3,113,Regular Customer
29,1,49.0,5,1,2,512,Regular Customer
293,1,44.99,2,1,2,212,Regular Customer
435,1,89.9,1,1,3,113,Regular Customer
244,1,57.9,3,1,2,312,Regular Customer
172,1,45.99,4,1,2,412,Regular Customer
473,1,44.95,1,1,2,112,At Risk
81,1,19.86,5,1,1,511,Regular Customer
167,1,26.5,4,1,1,411,Regular Customer
85,1,259.0,5,1,5,515,Regular Customer
111,1,255.0,4,1,5,415,Regular Customer
148,1,37.9,4,1,1,411,Regular Customer
78,1,138.0,5,1,4,514,Regular Customer
271,1,158.4,2,1,4,214,Regular Customer
401,1,120.0,1,1,4,114,Regular Customer
155,1,49.7,4,1,2,412,Regular Customer
79,1,144.9,5,1,4,514,Regular Customer
409,1,29.99,1,1,1,111,At Risk
115,1,199.0,4,1,5,415,Regular Customer
411,1,29.9,1,1,1,111,At Risk
281,1,18.6,2,1,1,211,Regular Customer
78,1,143.0,5,1,4,514,Regular Customer
399,1,40.0,1,1,2,112,At Risk
439,1,39.9,1,1,1,111,At Risk
172,1,17.99,4,1,1,411,Regular Customer
38,1,189.0,5,1,5,515,Regular Customer
47,1,86.0,5,1,3,513,Regular Customer
199,2,754.0,3,5,5,355,Regular Customer
84,1,33.8,5,1,1,511,Regular Customer
14,1,15.99,5,1,1,511,Regular Customer
289,1,134.9,2,1,4,214,Regular Customer
104,1,55.0,4,1,2,412,Regular Customer
129,1,269.94,4,1,5,415,Regular Customer
80,1,99.99,5,1,3,513,Regular Customer
137,1,169.0,4,1,4,414,Regular Customer
147,1,89.99,4,1,3,413,Regular Customer
283,2,334.9,2,5,5,255,Regular Customer
259,1,6.0,3,1,1,311,Regular Customer
81,1,58.0,5,1,2,512,Regular Customer
230,1,39.0,3,1,1,311,Regular Customer
396,1,112.0,1,1,4,114,Regular Customer
220,1,149.9,3,1,4,314,Regular Customer
163,1,82.95,4,1,3,413,Regular Customer
210,1,35.0,3,1,1,311,Regular Customer
251,1,140.0,3,1,4,314,Regular Customer
178,1,122.99,3,1,4,314,Regular Customer
15,1,74.99,5,1,3,513,Regular Customer
290,1,29.99,2,1,1,211,Regular Customer
390,1,31.9,1,1,1,111,At Risk
199,1,40.8,3,1,2,312,Regular Customer
265,1,29.0,3,1,1,311,Regular Customer
182,1,21.5,3,1,1,311,Regular Customer
156,1,129.9,4,1,4,414,Regular Customer
557,1,459.0,1,1,5,115,Regular Customer
496,1,424.9,1,1,5,115,Regular Customer
